SYMBOL,ENSEMBL,ENTREZID
SNHG29,ENSG00000175061,125144
SNHG3,ENSG00000242125,8420
SNHG31,ENSG00000229267,101928103
SNHG32,ENSG00000204387,50854
SNHG4,ENSG00000281398,724102
SNHG5,ENSG00000203875,387066
SNHG7,ENSG00000233016,84973
SNHG8,ENSG00000269893,100093630
SNIP1,ENSG00000163877,79753
SNN,ENSG00000184602,8303
SNORA11,ENSG00000221716,677799
SNORA11F,ENSG00000221164,109617000
SNORA13,ENSG00000238363,654322
SNORA14B,ENSG00000207181,677802
SNORA16B,ENSG00000201544,692157
SNORA2A,ENSG00000206612,677793
SNORA33,ENSG00000200534,594839
SNORA3B,ENSG00000212607,677826
SNORA59A,ENSG00000239149,677885
SNORA59B,ENSG00000239149,677882
SNORA5C,ENSG00000201772,677796
SNORA65,ENSG00000201302,26783
SNORA66,ENSG00000207523,26782
SNORA73B,ENSG00000200087,26768
SNORC,ENSG00000182600,389084
SNORD100,ENSG00000221500,594838
SNORD101,ENSG00000206754,594837
SNORD104,ENSG00000199753,692227
SNORD14A,ENSG00000272034,26822
SNORD14E,ENSG00000200879,85391
SNORD15B,ENSG00000207445,114599
SNORD17,ENSG00000212232,692086
SNORD19,ENSG00000212493,692089
SNORD19C,ENSG00000222345,109616991
SNORD46,ENSG00000200913,94161
SNORD6,ENSG00000202314,692075
SNORD62B,ENSG00000231587,692093
SNORD69,ENSG00000212452,692109
SNORD83A,ENSG00000209482,116937
SNORD89,ENSG00000212283,692205
SNORD94,ENSG00000208772,692225
SNORD99,ENSG00000221539,692212
SNPH,ENSG00000101298,9751
SNRK,ENSG00000163788,54861
SNRNP200,ENSG00000144028,23020
SNRNP25,ENSG00000161981,79622
SNRNP27,ENSG00000124380,11017
SNRNP35,ENSG00000184209,11066
SNRNP40,ENSG00000060688,9410
SNRNP48,ENSG00000168566,154007
SNRNP70,ENSG00000104852,6625
SNRPA,ENSG00000077312,6626
SNRPA1,ENSG00000131876,6627
SNRPA1-DT,ENSG00000259172,120766138
SNRPB,ENSG00000125835,6628
SNRPB2,ENSG00000125870,6629
SNRPC,ENSG00000124562,6631
SNRPD1,ENSG00000167088,6632
SNRPD2,ENSG00000125743,6633
SNRPD3,ENSG00000100028,6634
SNRPE,ENSG00000182004,6635
SNRPF,ENSG00000139343,6636
SNRPF-DT,ENSG00000258343,105369921
SNRPG,ENSG00000143977,6637
SNRPGP14,ENSG00000236577,100874434
SNRPN,ENSG00000128739,6638
SNTA1,ENSG00000101400,6640
SNTB1,ENSG00000172164,6641
SNTB2,ENSG00000168807,6645
SNTG2,ENSG00000172554,54221
SNTN,ENSG00000188817,132203
SNU13,ENSG00000100138,4809
SNUPN,ENSG00000169371,10073
SNURF,ENSG00000273173,8926
SNW1,ENSG00000100603,22938
SNX1,ENSG00000028528,6642
SNX10,ENSG00000086300,29887
SNX10-AS1,ENSG00000225792,105375304
SNX11,ENSG00000002919,29916
SNX12,ENSG00000147164,29934
SNX13,ENSG00000071189,23161
SNX14,ENSG00000135317,57231
SNX15,ENSG00000110025,29907
SNX16,ENSG00000104497,64089
SNX17,ENSG00000115234,9784
SNX18,ENSG00000178996,112574
SNX19,ENSG00000120451,399979
SNX2,ENSG00000205302,6643
SNX20,ENSG00000167208,124460
SNX21,ENSG00000124104,90203
SNX22,ENSG00000157734,79856
SNX24,ENSG00000064652,28966
SNX25,ENSG00000109762,83891
SNX25P1,ENSG00000236809,100419028
SNX27,ENSG00000143376,81609
SNX29,ENSG00000048471,92017
SNX3,ENSG00000112335,8724
SNX30,ENSG00000148158,401548
SNX30-DT,ENSG00000226609,122455334
SNX31,ENSG00000174226,169166
SNX32,ENSG00000172803,254122
SNX33,ENSG00000173548,257364
SNX4,ENSG00000114520,8723
SNX5,ENSG00000089006,27131
SNX6,ENSG00000129515,58533
SNX7,ENSG00000162627,51375
SNX8,ENSG00000106266,29886
SNX9,ENSG00000130340,51429
SOAT1,ENSG00000057252,6646
SOAT2,ENSG00000167780,8435
SOBP,ENSG00000112320,55084
SOCS1,ENSG00000185338,8651
SOCS2,ENSG00000120833,8835
SOCS2-AS1,ENSG00000246985,144481
SOCS3,ENSG00000184557,9021
SOCS3-DT,ENSG00000266970,101928674
SOCS4,ENSG00000180008,122809
SOCS5,ENSG00000171150,9655
SOCS5P2,ENSG00000224682,100128299
SOCS5P4,ENSG00000227536,100132415
SOCS6,ENSG00000170677,9306
SOCS7,ENSG00000274211,30837
SOD1,ENSG00000142168,6647
SOD2-OT1,ENSG00000285427,100129518
SOD3,ENSG00000109610,6649
SOHLH1,ENSG00000165643,402381
SOHLH2,ENSG00000120669,54937
SON,ENSG00000159140,6651
SORBS1,ENSG00000095637,10580
SORBS2,ENSG00000154556,8470
SORBS2-AS1,ENSG00000233110,125177376
SORBS3,ENSG00000120896,10174
SORCS1,ENSG00000108018,114815
SORCS2,ENSG00000184985,57537
SORCS3,ENSG00000156395,22986
SORD,ENSG00000140263,6652
SORL1,ENSG00000137642,6653
SORL1-AS1,ENSG00000246790,105369536
SORT1,ENSG00000134243,6272
SOS1,ENSG00000115904,6654
SOS2,ENSG00000100485,6655
SOSTDC1,ENSG00000171243,25928
SOWAHA,ENSG00000198944,134548
SOWAHB,ENSG00000186212,345079
SOWAHC,ENSG00000198142,65124
SOWAHD,ENSG00000187808,347454
SOX10,ENSG00000100146,6663
SOX11,ENSG00000176887,6664
SOX12,ENSG00000177732,6666
SOX13,ENSG00000143842,9580
SOX15,ENSG00000129194,6665
SOX17,ENSG00000164736,64321
SOX18,ENSG00000203883,54345
SOX2,ENSG00000181449,6657
SOX2-OT,ENSG00000242808,347689
SOX21-AS1,ENSG00000227640,100507533
SOX3,ENSG00000134595,6658
SOX30,ENSG00000039600,11063
SOX4,ENSG00000124766,6659
SOX5,ENSG00000134532,6660
SOX6,ENSG00000110693,55553
SOX7,ENSG00000171056,83595
SOX8,ENSG00000005513,30812
SOX9,ENSG00000125398,6662
SOX9-AS1,ENSG00000234899,400618
SP1,ENSG00000185591,6667
SP100,ENSG00000067066,6672
SP110,ENSG00000135899,3431
SP140,ENSG00000079263,11262
SP140L,ENSG00000185404,93349
SP2,ENSG00000167182,6668
SP2-AS1,ENSG00000234494,100506325
SP2-DT,ENSG00000264920,102724532
SP3,ENSG00000172845,6670
SP4,ENSG00000105866,6671
SP5,ENSG00000204335,389058
SP6,ENSG00000189120,80320
SPA17,ENSG00000064199,53340
SPAAR,ENSG00000235387,158376
SPACA4,ENSG00000177202,171169
SPACA6,ENSG00000182310,147650
SPACA6-AS1,ENSG00000269959,102238594
SPACA9,ENSG00000165698,11092
SPACDR,ENSG00000185955,402573
SPAG1,ENSG00000104450,6674
SPAG16,ENSG00000144451,79582
SPAG17,ENSG00000155761,200162
SPAG4,ENSG00000061656,6676
SPAG5,ENSG00000076382,10615
SPAG6,ENSG00000077327,9576
SPAG7,ENSG00000091640,9552
SPAG8,ENSG00000137098,26206
SPAG9,ENSG00000008294,9043
SPANXA2-OT1,ENSG00000277215,619455
SPANXB1,ENSG00000227234,728695
SPARC,ENSG00000113140,6678
SPARCL1,ENSG00000152583,8404
SPART,ENSG00000133104,23111
SPART-AS1,ENSG00000120664,100507135
SPAST,ENSG00000021574,6683
SPATA1,ENSG00000122432,100505741
SPATA12,ENSG00000186451,353324
SPATA13,ENSG00000228741,221178
SPATA17,ENSG00000162814,128153
SPATA18,ENSG00000163071,132671
SPATA2,ENSG00000158480,9825
SPATA20,ENSG00000006282,64847
SPATA24,ENSG00000170469,202051
SPATA25,ENSG00000149634,128497
SPATA2L,ENSG00000158792,124044
SPATA3-AS1,ENSG00000238062,348761
SPATA31H1,ENSG00000221843,84226
SPATA32,ENSG00000184361,124783
SPATA33,ENSG00000167523,124045
SPATA4,ENSG00000150628,132851
SPATA41,ENSG00000189419,388182
SPATA46,ENSG00000171722,284680
SPATA6,ENSG00000132122,54558
SPATA6L,ENSG00000106686,55064
SPATA7,ENSG00000042317,55812
SPATA9,ENSG00000145757,83890
SPATC1,ENSG00000186583,375686
SPATC1L,ENSG00000160284,84221
SPATS2,ENSG00000123352,65244
SPATS2L,ENSG00000196141,26010
SPC24,ENSG00000161888,147841
SPC25,ENSG00000152253,57405
SPCS1,ENSG00000114902,28972
SPCS2,ENSG00000118363,9789
SPCS3,ENSG00000129128,60559
SPDEF,ENSG00000124664,25803
SPDL1,ENSG00000040275,54908
SPDYA,ENSG00000163806,245711
SPDYC,ENSG00000204710,387778
SPDYE1,ENSG00000136206,285955
SPDYE12,ENSG00000184616,100101268
SPDYE18,ENSG00000205482,100505767
SPDYE2,ENSG00000205238,441273
SPDYE21,ENSG00000230358,442572
SPDYE3,ENSG00000214300,441272
SPDYE5,ENSG00000170092,442590
SPDYE6,ENSG00000260097,729597
SPECC1,ENSG00000128487,92521
SPECC1-DT,ENSG00000261033,119545627
SPECC1L,ENSG00000100014,23384
SPEF1,ENSG00000101222,25876
SPEF2,ENSG00000152582,79925
SPEG,ENSG00000072195,10290
SPEN,ENSG00000065526,23013
SPEN-AS1,ENSG00000179743,729614
SPESP1,ENSG00000258484,246777
SPG11,ENSG00000104133,80208
SPG21,ENSG00000090487,51324
SPG7,ENSG00000197912,6687
SPHK1,ENSG00000176170,8877
SPHK2,ENSG00000063176,56848
SPHKAP,ENSG00000153820,80309
SPI1,ENSG00000066336,6688
SPIB,ENSG00000269404,6689
SPICE1,ENSG00000163611,152185
SPICP3,ENSG00000262503,100128007
SPIDR,ENSG00000164808,23514
SPIN1,ENSG00000106723,10927
SPIN2A,ENSG00000147059,54466
SPIN2B,ENSG00000186787,474343
SPIN3,ENSG00000204271,169981
SPIN4,ENSG00000186767,139886
SPINDOC,ENSG00000168005,144097
SPINK1,ENSG00000164266,6690
SPINK2,ENSG00000128040,6691
SPINK4,ENSG00000122711,27290
SPINK5,ENSG00000133710,11005
SPINK8,ENSG00000229453,646424
SPINT1,ENSG00000166145,6692
SPINT1-AS1,ENSG00000261183,102724362
SPINT2,ENSG00000167642,10653
SPIRE1,ENSG00000134278,56907
SPIRE2,ENSG00000204991,84501
SPMAP2,ENSG00000105549,51298
SPMIP1,ENSG00000272899,100130705
SPMIP3,ENSG00000173728,200159
SPMIP4,ENSG00000153790,136895
SPMIP5,ENSG00000165863,143379
SPMIP6,ENSG00000164972,84688
SPMIP8,ENSG00000159648,374739
SPN,ENSG00000197471,6693
SPNS1,ENSG00000169682,83985
SPNS2,ENSG00000183018,124976
SPNS3,ENSG00000182557,201305
SPOCD1,ENSG00000134668,90853
SPOCK1,ENSG00000152377,6695
SPOCK2,ENSG00000107742,9806
SPOCK3,ENSG00000196104,50859
SPON1,ENSG00000262655,10418
SPON2,ENSG00000159674,10417
SPOP,ENSG00000121067,8405
SPOPL,ENSG00000144228,339745
SPOUT1,ENSG00000198917,51490
SPP1,ENSG00000118785,6696
SPPL2A,ENSG00000138600,84888
SPPL2B,ENSG00000005206,56928
SPPL2C,ENSG00000185294,162540
SPPL3,ENSG00000157837,121665
SPR,ENSG00000116096,6697
SPRED1,ENSG00000166068,161742
SPRED2,ENSG00000198369,200734
SPRED3,ENSG00000188766,399473
SPRING1,ENSG00000111412,79794
SPRN,ENSG00000203772,503542
SPRR1A,ENSG00000169474,6698
SPRR1B,ENSG00000169469,6699
SPRR3,ENSG00000163209,6707
SPRTN,ENSG00000010072,83932
SPRY1,ENSG00000164056,10252
SPRY2,ENSG00000136158,10253
SPRY3,ENSG00000168939,10251
SPRY4,ENSG00000187678,81848
SPRY4-AS1,ENSG00000231185,101926941
SPRYD3,ENSG00000167778,84926
SPRYD4,ENSG00000176422,283377
SPRYD7,ENSG00000123178,57213
SPSB1,ENSG00000171621,80176
SPSB2,ENSG00000111671,84727
SPSB3,ENSG00000162032,90864
SPSB4,ENSG00000175093,92369
SPTA1,ENSG00000163554,6708
SPTAN1,ENSG00000197694,6709
SPTB,ENSG00000070182,6710
SPTBN1,ENSG00000115306,6711
SPTBN2,ENSG00000173898,6712
SPTBN4,ENSG00000160460,57731
SPTBN5,ENSG00000137877,51332
SPTLC1,ENSG00000090054,10558
SPTLC2,ENSG00000100596,9517
SPTLC3,ENSG00000172296,55304
SPTSSA,ENSG00000165389,171546
SPTSSB,ENSG00000196542,165679
SPTY2D1,ENSG00000179119,144108
SPX,ENSG00000134548,80763
SQLE,ENSG00000104549,6713
SQOR,ENSG00000137767,58472
SQSTM1,ENSG00000161011,8878
SRA1,ENSG00000213523,10011
SRARP,ENSG00000183888,149563
SRBD1,ENSG00000068784,55133
SRC,ENSG00000197122,6714
SRCAP,ENSG00000080603,10847
SRCIN1,ENSG00000277363,80725
SRD5A1,ENSG00000145545,6715
SRD5A2,ENSG00000277893,6716
SRD5A3,ENSG00000128039,79644
SRD5A3-AS1,ENSG00000249700,100506462
SREBF1,ENSG00000072310,6720
SREBF2,ENSG00000198911,6721
SREK1,ENSG00000153914,140890
SREK1IP1,ENSG00000153006,285672
SRF,ENSG00000112658,6722
SRFBP1,ENSG00000151304,153443
SRGAP1,ENSG00000196935,57522
SRGAP2,ENSG00000266028,23380
SRGAP2B,ENSG00000196369,647135
SRGAP2C,ENSG00000171943,653464
SRGAP3,ENSG00000196220,9901
SRGAP3-AS2,ENSG00000228723,101927416
SRGAP3-AS4,ENSG00000235830,101927440
SRGN,ENSG00000122862,5552
SRI,ENSG00000075142,6717
SRL,ENSG00000185739,6345
SRM,ENSG00000116649,6723
SRMS,ENSG00000125508,6725
SRP14,ENSG00000140319,6727
SRP14-DT,ENSG00000248508,100131089
SRP14P2,ENSG00000234106,111644132
SRP14P4,ENSG00000268062,111644147
SRP19,ENSG00000153037,6728
SRP54,ENSG00000100883,6729
SRP68,ENSG00000167881,6730
SRP72,ENSG00000174780,6731
SRP72P2,ENSG00000188451,153932
SRP9,ENSG00000143742,6726
SRPK1,ENSG00000096063,6732
SRPK2,ENSG00000135250,6733
SRPK3,ENSG00000184343,26576
SRPRA,ENSG00000182934,6734
SRPRB,ENSG00000144867,58477
SRPX,ENSG00000101955,8406
SRPX2,ENSG00000102359,27286
SRR,ENSG00000167720,63826
SRRD,ENSG00000100104,402055
SRRM1,ENSG00000133226,10250
SRRM2,ENSG00000167978,23524
SRRM2-AS1,ENSG00000205913,100128788
SRRM3,ENSG00000177679,222183
SRRM5,ENSG00000226763,100170229
SRRT,ENSG00000087087,51593
SRSF1,ENSG00000136450,6426
SRSF10,ENSG00000188529,10772
SRSF11,ENSG00000116754,9295
SRSF12,ENSG00000154548,135295
SRSF2,ENSG00000161547,6427
SRSF3,ENSG00000112081,6428
SRSF4,ENSG00000116350,6429
SRSF5,ENSG00000100650,6430
SRSF6,ENSG00000124193,6431
SRSF7,ENSG00000115875,6432
SRSF8,ENSG00000263465,10929
SRSF9,ENSG00000111786,8683
SS18,ENSG00000141380,6760
SS18L1,ENSG00000184402,26039
SS18L2,ENSG00000008324,51188
SSB,ENSG00000138385,6741
SSBP1,ENSG00000106028,6742
SSBP2,ENSG00000145687,23635
SSBP3,ENSG00000157216,23648
SSBP3-AS1,ENSG00000198711,619518
SSBP3P6,ENSG00000217289,646674
SSBP4,ENSG00000130511,170463
SSC4D,ENSG00000146700,136853
SSC5D,ENSG00000179954,284297
SSH1,ENSG00000084112,54434
SSH2,ENSG00000141298,85464
SSH3,ENSG00000172830,54961
SSNA1,ENSG00000176101,8636
SSPN,ENSG00000123096,8082
SSPOP,ENSG00000197558,23145
SSR1,ENSG00000124783,6745
SSR2,ENSG00000163479,6746
SSR3,ENSG00000114850,6747
SSR4,ENSG00000180879,6748
SSRP1,ENSG00000149136,6749
SSTR1,ENSG00000139874,6751
SSTR2,ENSG00000180616,6752
SSTR3,ENSG00000278195,6753
SSU72,ENSG00000160075,29101
SSUH2,ENSG00000125046,51066
SSX2IP,ENSG00000117155,117178
ST13,ENSG00000100380,6767
ST13P15,ENSG00000243759,100422603
ST14,ENSG00000149418,6768
ST18,ENSG00000147488,9705
ST20,ENSG00000180953,400410
ST3GAL1,ENSG00000008513,6482
ST3GAL2,ENSG00000157350,6483
ST3GAL3,ENSG00000126091,6487
ST3GAL4,ENSG00000110080,6484
ST3GAL5,ENSG00000115525,8869
ST3GAL6,ENSG00000064225,10402
ST6GAL1,ENSG00000073849,6480
ST6GAL2,ENSG00000144057,84620
ST6GALNAC1,ENSG00000070526,55808
ST6GALNAC2,ENSG00000070731,10610
ST6GALNAC3,ENSG00000184005,256435
ST6GALNAC4,ENSG00000136840,27090
ST6GALNAC4P1,ENSG00000233469,100874524
ST6GALNAC5,ENSG00000117069,81849
ST6GALNAC6,ENSG00000160408,30815
ST7,ENSG00000004866,7982
ST7-AS1,ENSG00000227199,93653
ST7-OT3,ENSG00000004866,93655
ST7L,ENSG00000007341,54879
ST8SIA1,ENSG00000111728,6489
ST8SIA2,ENSG00000140557,8128
ST8SIA4,ENSG00000113532,7903
ST8SIA5,ENSG00000101638,29906
ST8SIA5-DT,ENSG00000270112,105372097
ST8SIA6,ENSG00000148488,338596
ST8SIA6-AS1,ENSG00000204832,100128098
STAB1,ENSG00000010327,23166
STAB2,ENSG00000136011,55576
STAC,ENSG00000144681,6769
STAC2,ENSG00000141750,342667
STAC3,ENSG00000185482,246329
STAG1,ENSG00000118007,10274
STAG2,ENSG00000101972,10735
STAG2-AS1,ENSG00000232412,101928402
STAG3,ENSG00000066923,10734
STAG3L5P-PVRIG2P-PILRB,ENSG00000272752,101752399
STAM,ENSG00000136738,8027
STAM-DT,ENSG00000260589,102723166
STAM2,ENSG00000115145,10254
STAMBP,ENSG00000124356,10617
STAMBPL1,ENSG00000138134,57559
STAP1,ENSG00000035720,26228
STAP2,ENSG00000178078,55620
STAR,ENSG00000147465,6770
STARD10,ENSG00000214530,10809
STARD13,ENSG00000133121,90627
STARD13-AS,ENSG00000236581,100874241
STARD3,ENSG00000131748,10948
STARD3NL,ENSG00000010270,83930
STARD4,ENSG00000164211,134429
STARD4-AS1,ENSG00000246859,100505678
STARD5,ENSG00000172345,80765
STARD6,ENSG00000174448,147323
STARD7,ENSG00000084090,56910
STARD8,ENSG00000130052,9754
STARD9,ENSG00000159433,57519
STAT1,ENSG00000115415,6772
STAT2,ENSG00000170581,6773
STAT3,ENSG00000168610,6774
STAT4,ENSG00000138378,6775
STAT5A,ENSG00000126561,6776
STAT5B,ENSG00000173757,6777
STAT6,ENSG00000166888,6778
STAU1,ENSG00000124214,6780
STAU2,ENSG00000040341,27067
STAU2-AS1,ENSG00000253302,100128126
STBD1,ENSG00000118804,8987
STC1,ENSG00000159167,6781
STC2,ENSG00000113739,8614
STEAP1,ENSG00000164647,26872
STEAP1B,ENSG00000105889,256227
STEAP1B-AS1,ENSG00000232759,100506178
STEAP2,ENSG00000157214,261729
STEAP2-AS1,ENSG00000227646,100874100
STEAP3,ENSG00000115107,55240
STEAP3-AS1,ENSG00000229867,100874111
STEAP4,ENSG00000127954,79689
STEEP1,ENSG00000018610,63932
STH,ENSG00000256762,246744
STIL,ENSG00000123473,6491
STIM1,ENSG00000167323,6786
STIM2,ENSG00000109689,57620
STIMATE,ENSG00000213533,375346
STIMATE-MUSTN1,ENSG00000248592,100526772
STING1,ENSG00000184584,340061
STIP1,ENSG00000168439,10963
STK10,ENSG00000072786,6793
STK11,ENSG00000118046,6794
STK11IP,ENSG00000144589,114790
STK16,ENSG00000115661,8576
STK17A,ENSG00000164543,9263
STK17B,ENSG00000081320,9262
STK19,ENSG00000204344,8859
STK24,ENSG00000102572,8428
STK25,ENSG00000115694,10494
STK26,ENSG00000134602,51765
STK3,ENSG00000104375,6788
STK31,ENSG00000196335,56164
STK32A,ENSG00000169302,202374
STK32B,ENSG00000152953,55351
STK32C,ENSG00000165752,282974
STK33,ENSG00000130413,65975
STK35,ENSG00000125834,140901
STK36,ENSG00000163482,27148
STK38,ENSG00000112079,11329
STK38L,ENSG00000211455,23012
STK39,ENSG00000198648,27347
STK4,ENSG00000101109,6789
STK4-DT,ENSG00000227477,100505826
STK40,ENSG00000196182,83931
STKLD1,ENSG00000198870,169436
STMN1,ENSG00000117632,3925
STMN2,ENSG00000104435,11075
STMN3,ENSG00000197457,50861
STMN4,ENSG00000015592,81551
STMND1,ENSG00000230873,401236
STMP1,ENSG00000243317,647087
STN1,ENSG00000107960,79991
STOM,ENSG00000148175,2040
STOML1,ENSG00000067221,9399
STOML2,ENSG00000165283,30968
STON1,ENSG00000243244,11037
STON2,ENSG00000140022,85439
STOX1,ENSG00000165730,219736
STOX2,ENSG00000173320,56977
STPG1,ENSG00000001460,90529
STPG2,ENSG00000163116,285555
STPG3,ENSG00000197768,441476
STPG3-AS1,ENSG00000275549,100129722
STRA6,ENSG00000137868,64220
STRA8,ENSG00000146857,346673
STRADA,ENSG00000266173,92335
STRADB,ENSG00000082146,55437
STRAP,ENSG00000023734,11171
STRBP,ENSG00000165209,55342
STRC,ENSG00000242866,161497
STRIP1,ENSG00000143093,85369
STRIP2,ENSG00000128578,57464
STRN,ENSG00000115808,6801
STRN3,ENSG00000196792,29966
STRN4,ENSG00000090372,29888
STS,ENSG00000101846,412
STT3A,ENSG00000134910,3703
STT3A-AS1,ENSG00000149557,105369550
STT3B,ENSG00000163527,201595
STUB1,ENSG00000103266,10273
STUB1-DT,ENSG00000260394,105371184
STUM,ENSG00000203685,375057
STX10,ENSG00000104915,8677
STX11,ENSG00000135604,8676
STX12,ENSG00000117758,23673
STX16,ENSG00000124222,8675
STX16-NPEPL1,ENSG00000254995,100534593
STX17,ENSG00000136874,55014
STX18,ENSG00000168818,53407
STX18-AS1,ENSG00000247708,100507266
STX19,ENSG00000178750,415117
STX1A,ENSG00000106089,6804
STX1B,ENSG00000099365,112755
STX2,ENSG00000111450,2054
STX3,ENSG00000166900,6809
STX4,ENSG00000103496,6810
STX5,ENSG00000162236,6811
STX5-DT,ENSG00000256690,105369332
STX6,ENSG00000135823,10228
STX7,ENSG00000079950,8417
STX8,ENSG00000170310,9482
STXBP1,ENSG00000136854,6812
STXBP2,ENSG00000076944,6813
STXBP3,ENSG00000116266,6814
STXBP4,ENSG00000166263,252983
STXBP5,ENSG00000164506,134957
STXBP5-AS1,ENSG00000233452,729178
STXBP5L,ENSG00000145087,9515
STXBP6,ENSG00000168952,29091
STYK1,ENSG00000060140,55359
STYX,ENSG00000198252,6815
STYXL1,ENSG00000127952,51657
STYXL2,ENSG00000198842,92235
SUB1,ENSG00000113387,10923
SUCLA2,ENSG00000136143,8803
SUCLG1,ENSG00000163541,8802
SUCLG2,ENSG00000172340,8801
SUCLG2-DT,ENSG00000241316,101927111
SUCNR1,ENSG00000198829,56670
SUCO,ENSG00000094975,51430
SUDS3,ENSG00000111707,64426
SUFU,ENSG00000107882,51684
SUGCT,ENSG00000175600,79783
SUGCT-AS1,ENSG00000203446,101928716
SUGP1,ENSG00000105705,57794
SUGP2,ENSG00000064607,10147
SUGT1,ENSG00000165416,10910
SUGT1-DT,ENSG00000273723,116435302
SUGT1P4-STRA6LP,ENSG00000254876,100499484
SULF1,ENSG00000137573,23213
SULF2,ENSG00000196562,55959
SULT1A1,ENSG00000196502,6817
SULT1A2,ENSG00000197165,6799
SULT1B1,ENSG00000173597,27284
SULT1C2,ENSG00000198203,6819
SULT1C4,ENSG00000198075,27233
SULT1E1,ENSG00000109193,6783
SULT2B1,ENSG00000088002,6820
SULT4A1,ENSG00000130540,25830
SUMF1,ENSG00000144455,285362
SUMF2,ENSG00000129103,25870
SUMO1,ENSG00000116030,7341
SUMO2,ENSG00000188612,6613
SUMO2P19,ENSG00000253328,100422265
SUMO3,ENSG00000184900,6612
SUMO4,ENSG00000177688,387082
SUN1,ENSG00000164828,23353
SUN2,ENSG00000100242,25777
SUOX,ENSG00000139531,6821
SUPT16H,ENSG00000092201,11198
SUPT16HP1,ENSG00000256238,400011
SUPT20H,ENSG00000102710,55578
SUPT3H,ENSG00000196284,8464
SUPT5H,ENSG00000196235,6829
SUPT6H,ENSG00000109111,6830
SUPT7L,ENSG00000119760,9913
SUPV3L1,ENSG00000156502,6832
SURF1,ENSG00000148290,6834
SURF2,ENSG00000148291,6835
SURF4,ENSG00000148248,6836
SURF6,ENSG00000148296,6838
SUSD1,ENSG00000106868,64420
SUSD2,ENSG00000099994,56241
SUSD3,ENSG00000157303,203328
SUSD4,ENSG00000143502,55061
SUSD5,ENSG00000173705,26032
SUSD6,ENSG00000100647,9766
SUV39H1,ENSG00000101945,6839
SUV39H2,ENSG00000152455,79723
SUZ12,ENSG00000178691,23512
SV2A,ENSG00000159164,9900
SV2B,ENSG00000185518,9899
SV2C,ENSG00000122012,22987
SVBP,ENSG00000177868,374969
SVEP1,ENSG00000165124,79987
SVIL,ENSG00000197321,6840
SVIP,ENSG00000198168,258010
SVOP,ENSG00000166111,55530
SVOPL,ENSG00000157703,136306
SWAP70,ENSG00000133789,23075
SWI5,ENSG00000175854,375757
SWSAP1,ENSG00000173928,126074
SWT1,ENSG00000116668,54823
SYAP1,ENSG00000169895,94056
SYBU,ENSG00000147642,55638
SYCE1L,ENSG00000205078,100130958
SYCE2,ENSG00000161860,256126
SYCE3,ENSG00000217442,644186
SYCP1,ENSG00000198765,6847
SYCP2,ENSG00000196074,10388
SYCP2L,ENSG00000153157,221711
SYCP3,ENSG00000139351,50511
SYDE1,ENSG00000105137,85360
SYDE2,ENSG00000097096,84144
SYF2,ENSG00000117614,25949
SYK,ENSG00000165025,6850
SYMPK,ENSG00000125755,8189
SYN1,ENSG00000008056,6853
SYN2,ENSG00000157152,6854
SYN3,ENSG00000185666,8224
SYNC,ENSG00000162520,81493
SYNCRIP,ENSG00000135316,10492
SYNCRIPP1,ENSG00000234241,149844
SYNDIG1,ENSG00000101463,79953
SYNDIG1L,ENSG00000183379,646658
SYNE1,ENSG00000131018,23345
SYNE2,ENSG00000054654,23224
SYNE3,ENSG00000176438,161176
SYNE3-AS1,ENSG00000258572,101929107
SYNE4,ENSG00000181392,163183
SYNGAP1,ENSG00000197283,8831
SYNGAP1-AS1,ENSG00000274259,112390310
SYNGR1,ENSG00000100321,9145
SYNGR2,ENSG00000108639,9144
SYNGR3,ENSG00000127561,9143
SYNGR4,ENSG00000105467,23546
SYNJ1,ENSG00000159082,8867
SYNJ2,ENSG00000078269,8871
SYNJ2BP,ENSG00000213463,55333
SYNM,ENSG00000182253,23336
SYNPO,ENSG00000171992,11346
SYNPO2,ENSG00000172403,171024
SYNPO2L,ENSG00000166317,79933
SYNPR-AS1,ENSG00000241359,100874016
SYNRG,ENSG00000275066,11276
SYP,ENSG00000102003,6855
SYPL1,ENSG00000008282,6856
SYPL1P2,ENSG00000265683,100132972
SYPL2,ENSG00000143028,284612
SYS1,ENSG00000204070,90196
SYT1,ENSG00000067715,6857
SYT10,ENSG00000110975,341359
SYT11,ENSG00000132718,23208
SYT12,ENSG00000173227,91683
SYT13,ENSG00000019505,57586
SYT14,ENSG00000143469,255928
SYT15,ENSG00000204176,83849
SYT15B,ENSG00000277758,102724488
SYT16,ENSG00000139973,83851
SYT17,ENSG00000103528,51760
SYT2,ENSG00000143858,127833
SYT3,ENSG00000213023,84258
SYT5,ENSG00000129990,6861
SYT6,ENSG00000134207,148281
SYT7,ENSG00000011347,9066
SYT8,ENSG00000149043,90019
SYT9,ENSG00000170743,143425
SYT9-AS1,ENSG00000251364,100506258
SYTL1,ENSG00000142765,84958
SYTL2,ENSG00000137501,54843
SYTL3,ENSG00000164674,94120
SYTL4,ENSG00000102362,94121
SYTL5,ENSG00000147041,94122
SYVN1,ENSG00000162298,84447
SZRD1,ENSG00000055070,26099
SZT2,ENSG00000198198,23334
TAB1,ENSG00000100324,10454
TAB2,ENSG00000055208,23118
TAB3,ENSG00000157625,257397
TAC1,ENSG00000006128,6863
TAC4,ENSG00000176358,255061
